source,state,year,county_fips,expected_records,fetched_records,retained_records,duplicate_records,invalid_date_count,invalid_geography_count,observed_min_date,observed_max_date,request_complete,coverage_valid,failure_reasons,source_url,source_checksum,unresolvable_geography_count,unresolvable_date_count
WI_COMMUNITY_MAPS,55,2015,55035,2632,2632,2632,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55037,126,126,126,0,0,0,2015-01-03,2015-12-28,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55039,2765,2765,2765,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55041,199,199,199,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55043,1260,1260,1260,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55045,949,949,949,0,0,0,2015-01-02,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55047,554,554,554,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55049,404,404,404,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55051,94,94,94,0,0,0,2015-01-02,2015-12-24,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55053,593,593,593,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55055,1716,1716,1716,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
WI_COMMUNITY_MAPS,55,2015,55057,796,796,796,0,0,0,2015-01-01,2015-12-31,True,True,,Wisconsin Community Maps county-year API,,0,0
