source,state,year,county_fips,expected_records,fetched_records,retained_records,duplicate_records,invalid_date_count,invalid_geography_count,observed_min_date,observed_max_date,request_complete,coverage_valid,failure_reasons,source_url,source_checksum,unresolvable_geography_count
TN_TDOT,47,2021,,196833,196833,196833,0,0,0,2021-01-01,2021-12-31,True,True,,TDOT crash FeatureServer,,0
TN_TDOT,47,2022,,193471,193471,193471,0,0,0,2022-01-01,2022-12-31,True,True,,TDOT crash FeatureServer,,0
TN_TDOT,47,2023,,184844,184844,184844,0,0,0,2023-01-01,2023-12-31,True,True,,TDOT crash FeatureServer,,0
TN_TDOT,47,2024,,179966,179966,179966,0,0,0,2024-01-01,2024-12-31,True,True,,TDOT crash FeatureServer,,0
