alert_id,sent_utc,fips,state_fips,msg_type,event_code,event_text,matched_keyword,mentioned_age
d3d3be57-a019-4201-9041-3321286e4e38,2021-10-25 20:10:41+00:00,42039,42,Alert,LAE,Local Area Emergency,missing elderly,66.0
1fac37b9-6607-426c-8f93-e8f0138c626a,2021-10-26 16:25:01+00:00,06033,06,Alert,LEW,Law Enforcement Warning,silver alert,
c2233bda-0e61-4481-a88b-fe8701f483c9,2021-10-26 16:50:20+00:00,36019,36,Alert,CEM,Civil Emergency Message,dementia,78.0
a4fd3b19-e71c-40bb-beec-1e1235c0ce71,2021-11-03 16:52:10+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,18.0
4964c143-9b54-4a2a-a324-2079647b8080,2021-11-03 16:55:25+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
e9befe1e-fa09-4917-bd29-9f38711ce9b6,2021-11-05 00:51:45+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,76.0
ba1efe98-abd4-49fb-b987-2a0924a7b027,2021-11-05 01:05:50+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
e13e4fc4-9983-4342-b870-67fc674244b7,2021-11-05 01:08:15+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
21db2629-315d-481b-ad66-e15fe6876c4c,2021-11-07 03:32:19+00:00,06065,06,Alert,LEW,Law Enforcement Warning,silver alert,
cd5670a4-3299-471e-9515-8c652844f2e9,2021-11-08 21:47:51+00:00,06001,06,Alert,LEW,Law Enforcement Warning,silver alert,
91d92598-c971-467b-ad12-16c0b8cf1d1d,2021-11-08 22:15:39+00:00,06001,06,Cancel,LEW,Law Enforcement Warning,silver alert,
579459ed-ed54-4f88-a9d5-89cffdf70d61,2021-11-10 00:25:20+00:00,37071,37,Alert,LEW,Law Enforcement Warning,dementia,75.0
77fdd954-1ce0-4d5f-8179-93993c1e621e,2021-11-10 22:27:39+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
65db5ba2-ba9f-4267-b2f7-9e8e5b3f7d60,2021-11-10 23:31:06+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
94e67e5a-289b-4058-b7b6-298c0f21618a,2021-11-12 21:53:36+00:00,06071,06,Alert,LEW,Law Enforcement Warning,endangered missing,
cfa66461-af3d-4901-8986-41594298f077,2021-11-12 22:01:02+00:00,06071,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
6bb69627-9392-4c47-9602-e816d5618530,2021-11-14 03:25:10+00:00,24013,24,Alert,LAE,Local Area Emergency,dementia,71.0
085f8872-8069-4806-8ad0-ac0f6de5d8b1,2021-11-14 22:50:57+00:00,13225,13,Alert,LEW,Law Enforcement Warning,missing endangered,
1e952cfd-9b00-467d-a79c-ede61ef7ec6d,2021-11-14 23:01:57+00:00,13225,13,Update,LEW,Law Enforcement Warning,missing endangered,
8daee811-4edb-4d11-9f2b-c5a9957eb315,2021-11-15 15:09:19+00:00,06001,06,Alert,LEW,Law Enforcement Warning,silver alert,
8f2c4ff9-d459-4cd7-9317-9216675932a1,2021-11-15 15:37:36+00:00,06001,06,Cancel,LEW,Law Enforcement Warning,silver alert,
6131f7e5-4786-4f6b-9f09-d655c13fbc26,2021-11-18 00:55:03+00:00,55133,55,Alert,LEW,Law Enforcement Warning,dementia,
10182ebf-93dc-4c27-81dc-c3ea16b4c021,2021-11-18 01:05:10+00:00,55133,55,Alert,LEW,Law Enforcement Warning,dementia,
3b796521-b923-4536-bf9a-9a507cd3be69,2021-11-18 02:39:34+00:00,06065,06,Alert,LEW,Law Enforcement Warning,silver alert,
b3bb827c-243b-4bd5-808f-ed8ff54f813d,2021-11-18 20:31:15+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
e14b7613-c7c1-405c-a216-fa8a4a74573f,2021-11-19 04:30:11+00:00,06047,06,Alert,LEW,Law Enforcement Warning,silver alert,
229a8bc8-6b9f-4ef1-930f-c91b05faa78b,2021-11-19 05:11:19+00:00,06047,06,Cancel,LEW,Law Enforcement Warning,silver alert,
5980b204-58f4-4b55-9c04-d681d282b6e2,2021-11-21 02:21:19+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
3408069c-5c72-4cf7-b988-0dff47a86883,2021-11-22 03:50:11+00:00,06067,06,Alert,LEW,Law Enforcement Warning,silver alert,
5340425d-b02d-48dc-b62f-7a21d586d303,2021-11-24 16:35:52+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
deef163d-b6e8-4cae-b522-4c674c88da6e,2021-11-24 19:06:21+00:00,18003,18,Alert,LEW,Law Enforcement Warning,missing endangered,53.0
cdce3d2d-e22c-4791-99ff-a0dd7a06f803,2021-11-24 19:27:28+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
9d0a8a66-ca9c-486a-94b4-07674f1fc373,2021-11-26 20:16:12+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
69ffae06-e46b-4524-b2cb-c3d23a8a7d3b,2021-11-26 20:51:56+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
07d28f54-fa02-4a07-8a7c-f0f9edfedd89,2021-12-01 22:40:33+00:00,18089,18,Alert,CEM,Silver Alert Raul Hernandez Dyer IN,silver alert,72.0
c8cb5241-976d-4f6f-841f-45863b8459f2,2021-12-03 21:36:55+00:00,12031,12,Alert,LAE,Local Area Emergency,missing endangered,80.0
f14bbb06-6bbe-4048-89f9-c6d0e444542e,2021-12-06 03:51:15+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
d6e7f42e-1fa5-44b1-bb51-86e8f44f59af,2021-12-06 06:00:06+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
f88b6f20-6e49-4532-b33c-70d64d4cdfd9,2021-12-06 16:58:46+00:00,13223,13,Alert,LAE,Local Area Emergency,dementia,63.0
01d32ee2-6f65-4e2d-9492-ebbc77403680,2021-12-06 17:29:12+00:00,13223,13,Cancel,LAE,Local Area Emergency,dementia,63.0
b4e9d643-e409-4937-866c-e982683b0f83,2021-12-09 01:33:53+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
288e18ca-160c-487a-9e62-4d0a6904745a,2021-12-09 01:35:24+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
0c03c011-b323-4bbb-9e75-e1d533725440,2021-12-14 05:46:55+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,64.0
1b837a7c-8c94-449d-9c89-4316bfdd4a63,2021-12-14 05:50:40+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
1e92d355-008a-4a0a-acba-6226c495ed04,2021-12-17 03:16:57+00:00,06037,06,Alert,LEW,Law Enforcement Warning,endangered missing,
1e92d355-008a-4a0a-acba-6226c495ed04,2021-12-17 03:16:57+00:00,06059,06,Alert,LEW,Law Enforcement Warning,endangered missing,
e678fa7f-8c9c-4ecd-beef-7f457ed35b30,2021-12-17 03:49:20+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
e678fa7f-8c9c-4ecd-beef-7f457ed35b30,2021-12-17 03:49:20+00:00,06059,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
be22b824-7546-45a2-890f-d017c1d2ca21,2021-12-19 18:46:35+00:00,06065,06,Alert,LEW,Law Enforcement Warning,silver alert,
a7dd845f-4332-4e68-bca5-94307dfdb034,2021-12-19 19:36:06+00:00,06065,06,Cancel,LEW,Law Enforcement Warning,silver alert,
886e3935-e1e7-4ff3-8ad0-1265f9d0fbae,2021-12-22 18:06:52+00:00,06085,06,Alert,LEW,Law Enforcement Warning,silver alert,
0a2d69e7-c93d-4b6b-bed5-59640c507070,2021-12-22 19:22:47+00:00,06085,06,Cancel,LEW,Law Enforcement Warning,silver alert,
68e60fe1-58ee-4826-8cbe-eae933af1993,2021-12-22 22:01:36+00:00,16000,16,Alert,LEW,Law Enforcement Warning,endangered missing,
191b9d28-b9f0-4c74-9281-d53d97c6e726,2021-12-23 02:01:36+00:00,18089,18,Alert,CEM,"Silver Alert Valerie Jones, Hammond",silver alert,59.0
9ced4b53-e531-44f1-b4fd-0cc86d6904cb,2021-12-23 16:51:10+00:00,16000,16,Cancel,LEW,Law Enforcement Warning,endangered missing,
b1a294ae-efff-4d6a-87a5-7b9ae1bafae8,2021-12-23 19:17:00+00:00,18089,18,Cancel,CEM,"Silver Alert Valerie Jones, Hammond",silver alert,59.0
ab01b44d-6ce5-49b2-96ad-2c1535fcb875,2021-12-27 02:51:33+00:00,18003,18,Alert,LEW,Law Enforcement Warning,endangered adult,44.0
7245e103-7522-4799-afd3-60379dedc0f8,2021-12-27 03:09:10+00:00,18003,18,Alert,LEW,Law Enforcement Warning,endangered adult,44.0
10782079-3b10-4a05-a8c4-dfeac96c8015,2021-12-27 03:11:33+00:00,18003,18,Alert,LEW,Law Enforcement Warning,endangered adult,44.0
5b18dcf6-33c6-4706-bfe0-7fb0b9f10102,2021-12-27 04:41:41+00:00,06085,06,Alert,LEW,Law Enforcement Warning,silver alert,
78d5d485-e4ba-4f17-8684-4ff9d1b5489a,2021-12-27 06:06:37+00:00,06085,06,Cancel,LEW,Law Enforcement Warning,silver alert,
8a374cb1-7efc-442e-b9e0-1e46dcbdc871,2022-01-04 16:30:19+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
1ad5e3bb-1514-43e9-8e05-9da61977aab8,2022-01-04 17:27:42+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
583b5c0d-6008-4914-9c8b-bbeac7a138c3,2022-01-07 04:44:45+00:00,06067,06,Alert,LEW,Law Enforcement Warning,silver alert,
eb0a338d-574a-4df2-ac4b-d044130f0573,2022-01-07 05:12:40+00:00,06067,06,Cancel,LEW,Law Enforcement Warning,silver alert,
26bb6b22-b0c5-43c1-946f-dfd399cb683a,2022-01-10 18:54:13+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
26bb6b22-b0c5-43c1-946f-dfd399cb683a,2022-01-10 18:54:13+00:00,06059,06,Alert,LEW,Law Enforcement Warning,silver alert,
724d27a2-c313-44d2-9693-44e6ef64c267,2022-01-10 19:02:16+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
724d27a2-c313-44d2-9693-44e6ef64c267,2022-01-10 19:02:16+00:00,06059,06,Cancel,LEW,Law Enforcement Warning,silver alert,
3fb2fc85-4de5-4ea5-8722-e347b20604a9,2022-01-13 04:59:47+00:00,16000,16,Alert,LEW,Law Enforcement Warning,endangered missing,70.0
e9abd3dd-5704-4db7-9c12-c8d613b6ae17,2022-01-13 05:16:47+00:00,16000,16,Cancel,LEW,Law Enforcement Warning,endangered missing,70.0
c070a936-de2c-44ee-8e7b-a56f903b93d1,2022-01-18 15:55:14+00:00,06099,06,Alert,LEW,Law Enforcement Warning,silver alert,
960a88b5-afcf-468c-8b4d-68a36faf1fe2,2022-01-18 19:22:37+00:00,06099,06,Cancel,LEW,Law Enforcement Warning,silver alert,
25a7bd23-cf45-46fa-ba79-e77c9884ceaf,2022-01-19 17:53:46+00:00,53063,53,Alert,CEM,Civil Emergency Message,missing endangered,27.0
95ba5502-aff7-46e7-90e8-439ce588e782,2022-01-19 21:26:20+00:00,06047,06,Alert,LEW,Law Enforcement Warning,silver alert,
cfebbe6b-f00f-465e-8839-bb610509ee51,2022-01-20 00:12:15+00:00,06059,06,Alert,LEW,Law Enforcement Warning,silver alert,
4f3e3154-6bb8-4ba3-bbd3-3bc6ad49adb7,2022-01-20 01:45:30+00:00,06059,06,Cancel,LEW,Law Enforcement Warning,silver alert,
0b41aa9d-d65f-4c44-a006-465bd63b87d8,2022-01-26 16:44:20+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
0b41aa9d-d65f-4c44-a006-465bd63b87d8,2022-01-26 16:44:20+00:00,06059,06,Alert,LEW,Law Enforcement Warning,silver alert,
4bf250e7-fdad-4d7b-a779-a8fdd57a32ad,2022-01-29 02:39:20+00:00,12031,12,Alert,CEM,Civil Emergency Message,missing endangered,63.0
7c8ab365-0b51-410f-9b26-ae4df679dba0,2022-01-29 13:45:00+00:00,12031,12,Alert,CEM,Civil Emergency Message,missing endangered,63.0
1d3f57e7-1e86-48f4-b488-4fe59604c6b4,2022-01-30 21:53:04+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
7bdf71c9-f69c-4dbb-b909-393116a281be,2022-02-08 14:14:44+00:00,42039,42,Alert,LEW,Law Enforcement Warning,missing endangered,33.0
476101b2-4b95-4981-8486-063585752cd5,2022-02-11 11:11:32+00:00,39025,39,Alert,LAE,Local Area Emergency,missing elderly,
18a4281f-1c46-4f07-99b5-9d245dda67f6,2022-02-11 12:32:25+00:00,39025,39,Cancel,LAE,Local Area Emergency,missing elderly,
9ce88f56-95ee-4d02-bdb6-441c5f6a134b,2022-02-15 15:53:52+00:00,06071,06,Alert,LEW,Law Enforcement Warning,silver alert,
255e11ec-72af-4661-a31d-bb22a032c13e,2022-02-15 18:26:35+00:00,06071,06,Cancel,LEW,Law Enforcement Warning,silver alert,
909b10c7-8e62-4811-b2d7-76a515a6aa10,2022-02-16 23:58:40+00:00,06001,06,Alert,LEW,Law Enforcement Warning,silver alert,
237ad3c0-79ce-4841-afb3-19203fd54e09,2022-02-17 03:12:04+00:00,06007,06,Alert,LEW,Law Enforcement Warning,silver alert,
13bbb882-d584-47d0-9571-b50bc25456bd,2022-02-23 02:00:50+00:00,06039,06,Alert,LEW,Law Enforcement Warning,endangered missing,
4ae72466-a162-4f65-9bce-d090ee6be289,2022-03-01 01:58:52+00:00,31055,31,Alert,LEW,Law Enforcement Warning,dementia,
c2274133-cef9-4409-9028-fa7948020caa,2022-03-03 05:26:02+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
ffc0181c-9f82-40f4-a18c-7b3a3caf5ae6,2022-03-03 06:04:05+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
3c2a5216-54ae-4590-8479-d95f3df8cb9a,2022-03-04 15:55:47+00:00,06037,06,Alert,LEW,Law Enforcement Warning,endangered missing,
3c2a5216-54ae-4590-8479-d95f3df8cb9a,2022-03-04 15:55:47+00:00,06059,06,Alert,LEW,Law Enforcement Warning,endangered missing,
f90b169b-f793-4021-b8da-2a903835cead,2022-03-04 17:02:22+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
f90b169b-f793-4021-b8da-2a903835cead,2022-03-04 17:02:22+00:00,06059,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
ae4b7e5f-8cfd-47f8-bddc-cf0b2946f8ca,2022-03-05 11:12:50+00:00,37071,37,Alert,LEW,Law Enforcement Warning,dementia,77.0
12be90dd-ef53-4f5c-8f75-f107ded0deb5,2022-03-06 00:06:13+00:00,06085,06,Alert,LEW,Law Enforcement Warning,silver alert,
4f54fefd-5e22-41b8-80e8-4d1e4efe684a,2022-03-06 01:22:15+00:00,06085,06,Cancel,LEW,Law Enforcement Warning,silver alert,
92091c94-058e-4542-8e29-5f867a7a8bae,2022-03-07 04:55:10+00:00,18003,18,Alert,LAE,Local Area Emergency,missing endangered,10.0
f5fc946e-e94c-48db-8f56-0bb57b3ca000,2022-03-07 05:07:00+00:00,18003,18,Cancel,LAE,Local Area Emergency,missing endangered,10.0
fb309505-bf23-40bc-8294-956adf4a3173,2022-03-07 05:10:17+00:00,18003,18,Cancel,LAE,Local Area Emergency,missing endangered,12.0
bcf98252-27a6-499c-8a23-eedce834ffd3,2022-03-07 05:13:38+00:00,18003,18,Alert,LAE,Local Area Emergency,missing endangered,
89c81a03-6cda-44e8-beac-77b21dd79593,2022-03-07 05:17:10+00:00,18003,18,Alert,LAE,Local Area Emergency,missing endangered,10.0
62a8f95f-e5fc-46a8-83df-134107ba3db1,2022-03-07 05:27:08+00:00,06085,06,Alert,LEW,Law Enforcement Warning,silver alert,
c922a3c9-4799-4578-9f9c-3aea15e74b4c,2022-03-07 05:30:37+00:00,18003,18,Cancel,LAE,Local Area Emergency,missing endangered,10.0
144fd6a7-713e-46b6-920c-b36b0f595180,2022-03-07 16:46:15+00:00,12031,12,Alert,LAE,Local Area Emergency,missing endangered,
ffb522eb-289e-4277-bbcd-1f1dc66ed42d,2022-03-13 03:43:57+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
10159136-58de-4683-b1f3-1bed379cc9e3,2022-03-13 04:22:18+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
8d4a32fc-86dd-42e9-9789-8b972ca3b5c5,2022-03-16 04:35:35+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
bef2804a-bf24-4cf5-a09a-12cbffdd0aa2,2022-03-20 19:11:35+00:00,18003,18,Alert,LAE,Local Area Emergency,missing endangered,65.0
c7d64847-8661-4879-b6b5-ab3f6a2c2745,2022-03-25 23:28:40+00:00,24013,24,Alert,LAE,Local Area Emergency,dementia,77.0
3272b495-0392-48b6-aac3-14a1b56f9d5d,2022-04-03 05:45:33+00:00,06053,06,Alert,LEW,Law Enforcement Warning,endangered missing,
cda81346-7a9b-4ca2-8988-7db6836a0150,2022-04-03 06:50:14+00:00,06053,06,Cancel,LEW,Law Enforcement Warning,endangered missing,
3e2c0c56-1873-4209-908e-1ba1c1505540,2022-04-04 16:22:23+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
3a08b806-ed35-4a81-ae03-cce437b19511,2022-04-04 16:44:13+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
e236fc24-b2fe-4fa8-9bf2-eb5b6fe0d7e9,2022-04-06 14:17:30+00:00,06013,06,Alert,LAE,Local Area Emergency,dementia,
f3690206-d6a3-4cf0-a673-39d914c132dd,2022-04-11 22:23:36+00:00,40097,40,Alert,CEM,Civil Emergency Message,missing endangered,
1f6fc6bc-3d10-406a-b6c6-7ecccaeef401,2022-04-12 11:45:00+00:00,24013,24,Alert,LAE,Local Area Emergency,critical missing,12.0
52d230d6-0729-475a-b9bd-d3bfed058e2f,2022-04-12 23:23:28+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
582dfd07-7d5e-4d40-8ebe-a9c6f3a9104c,2022-04-12 23:48:04+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
2917261e-4c5c-437b-b65b-ed510c83175c,2022-04-13 02:04:59+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
2917261e-4c5c-437b-b65b-ed510c83175c,2022-04-13 02:04:59+00:00,06065,06,Alert,LEW,Law Enforcement Warning,silver alert,
2917261e-4c5c-437b-b65b-ed510c83175c,2022-04-13 02:04:59+00:00,06071,06,Alert,LEW,Law Enforcement Warning,silver alert,
fa3c4520-7042-473b-9d94-9af0764a1aab,2022-04-13 02:57:49+00:00,06047,06,Alert,LEW,Law Enforcement Warning,silver alert,
fa3c4520-7042-473b-9d94-9af0764a1aab,2022-04-13 02:57:49+00:00,06099,06,Alert,LEW,Law Enforcement Warning,silver alert,
289ffc48-b996-408b-86ea-bee49f7e4e33,2022-04-13 03:56:58+00:00,06047,06,Cancel,LEW,Law Enforcement Warning,silver alert,
289ffc48-b996-408b-86ea-bee49f7e4e33,2022-04-13 03:56:58+00:00,06099,06,Cancel,LEW,Law Enforcement Warning,silver alert,
d5fb29da-9de5-4542-810f-dc5f0eb38ffd,2022-04-14 01:48:37+00:00,06097,06,Alert,LEW,Law Enforcement Warning,silver alert,
b76036e1-e43d-4397-8470-32bb3ba3c181,2022-04-20 17:54:10+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,69.0
fcadfaa1-056e-493e-9ec0-3e1d52a17c2e,2022-04-20 17:59:00+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
5423ef22-733d-4ecc-88de-5c5143857b14,2022-04-21 19:00:30+00:00,55035,55,Alert,LEW,Law Enforcement Warning,silver alert,
770e4f7e-aa99-47e1-950b-ff30ea7186bf,2022-04-21 22:51:10+00:00,47149,47,Alert,CEM,Civil Emergency Message,dementia,85.0
aaff9c90-0dbe-42db-a309-f909cda9a00e,2022-04-21 23:45:25+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
2c7d2d09-0595-4e11-a8c8-d1fe71d142ea,2022-04-22 01:58:24+00:00,06071,06,Alert,LEW,Law Enforcement Warning,silver alert,
88e27ac8-d6e4-451d-9252-5047b6285496,2022-04-22 02:39:32+00:00,06071,06,Cancel,LEW,Law Enforcement Warning,silver alert,
91541f7a-70ce-4dc8-b34c-5d90b023cde4,2022-04-25 00:57:46+00:00,40105,40,Alert,CEM,Civil Emergency Message,missing endangered,
272e5acd-b1a1-438c-b993-fb821024dd13,2022-04-25 01:31:35+00:00,40105,40,Cancel,CEM,Civil Emergency Message,missing endangered,
248d2679-3a6d-4996-bb31-dab179ac56a6,2022-05-01 15:11:53+00:00,08049,08,Alert,LAE,Local Area Emergency,silver alert,70.0
759484a4-ace4-4961-84be-65e513bca4d0,2022-05-01 15:34:32+00:00,06059,06,Alert,LEW,Law Enforcement Warning,silver alert,
2701c20b-7737-4e7c-9e7e-81feccaee1a1,2022-05-01 15:52:49+00:00,08049,08,Cancel,LAE,Local Area Emergency,silver alert,70.0
ed353b61-c7aa-4315-a7d3-7dab1fe97ebe,2022-05-03 21:37:15+00:00,01125,01,Alert,LAE,Local Area Emergency,missing elderly,
b1b3579f-a026-4332-9d63-f696ba85c089,2022-05-03 22:06:00+00:00,01125,01,Update,LAE,Local Area Emergency,missing elderly,
c557fac8-ee94-4b51-9258-2aecc0797b3d,2022-05-04 04:07:14+00:00,53063,53,Alert,CEM,Civil Emergency Message,dementia,72.0
87669436-16ee-4ca2-852c-d73c9e8a38e8,2022-05-04 04:41:29+00:00,53063,53,Alert,CEM,Civil Emergency Message,dementia,72.0
14123c3e-e4ae-4cb5-a0c0-1cc9b6349c13,2022-05-04 05:31:34+00:00,53063,53,Update,CEM,Civil Emergency Message,dementia,
a01f2348-df05-4baa-8793-b0cede504a2b,2022-05-04 05:32:01+00:00,53063,53,Cancel,CEM,Civil Emergency Message,dementia,72.0
6367082a-05ae-4624-bf5a-74571c2b0fed,2022-05-08 03:47:49+00:00,06059,06,Alert,LEW,Law Enforcement Warning,silver alert,
7aa83ed9-fb9c-4d09-8201-d705d8d3f43a,2022-05-08 04:47:14+00:00,06059,06,Cancel,LEW,Law Enforcement Warning,silver alert,
f39e7b56-6daa-4e2c-a61a-f63aadd1143e,2022-05-12 20:14:40+00:00,55079,55,Alert,LEW,Law Enforcement Warning,silver alert,
06037cd5-0855-41e3-ab8f-1dbfdcf9542b,2022-05-12 21:14:40+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
1a026521-0b21-49fe-b5bf-98123cf17cc4,2022-05-12 21:42:15+00:00,55079,55,Alert,LEW,Law Enforcement Warning,silver alert,
b5fda3d2-f405-49bd-8be6-a4095ab57421,2022-05-12 23:03:35+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
0657e0d4-4941-427b-876b-67e9d3791c08,2022-05-13 20:42:35+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
8d0730b3-d509-491c-93fa-6c75999ee384,2022-05-15 23:13:17+00:00,53063,53,Alert,CEM,Civil Emergency Message,missing endangered,25.0
0f91d86f-15c2-4a3f-aa23-32797f7b4023,2022-05-16 19:05:30+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
a41666fa-4394-432a-b5ac-bb27d91ba213,2022-05-17 02:01:05+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
77706da4-e334-42e0-b490-002871d81a08,2022-05-17 16:42:16+00:00,06071,06,Alert,LEW,Law Enforcement Warning,silver alert,
51f20e9c-1ff6-4de1-9059-f6233cf9b980,2022-05-17 19:31:10+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
52b9cce3-535f-44cb-b2b4-fc63e0e05435,2022-05-17 19:39:45+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
3feee9e2-02d0-47a6-a644-66301b072d09,2022-05-17 21:07:45+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
560f9d67-52c2-4c09-8412-55335fdb9d0c,2022-05-17 21:32:40+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
39ae200d-2bc6-4f95-ab6b-3fe6084b437b,2022-05-17 23:45:57+00:00,08049,08,Alert,LAE,Local Area Emergency,silver alert,81.0
d75b643b-aeba-4ffb-8a6a-0d3bb2f0292c,2022-05-17 23:53:56+00:00,08049,08,Cancel,LAE,Local Area Emergency,silver alert,81.0
a3ed0f98-b45d-47d8-9eb0-37edae14cd07,2022-05-21 13:21:25+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
633bb1b5-fce9-49c5-a1d9-fc0132fb20bc,2022-05-21 17:22:10+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
37230db3-ab38-479e-a97f-ee5346a2252e,2022-05-21 17:31:45+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
c20e0d31-a5e8-4064-8908-3c37f20588c5,2022-05-21 18:26:55+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
e86729f5-c7e0-41ef-a016-9565704ad6a2,2022-05-22 00:27:20+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
39e3e00e-2a2b-465d-a95f-bc0f37daf4d7,2022-05-22 23:25:05+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,73.0
b5f1bf1c-0409-4f2d-a941-b503b3afb2f2,2022-05-22 23:28:35+00:00,38000,38,Alert,CEM,Civil Emergency Message,silver alert,
c9716f87-1f04-47a9-a851-174147518080,2022-05-25 13:18:15+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
162f0b0c-6cdf-4911-bf50-05cd3a34f3e4,2022-05-26 16:17:45+00:00,51810,51,Alert,LAE,Local Area Emergency,senior alert,68.0
bc87a1c6-ecfe-49f0-930d-e14577e25828,2022-05-26 17:18:40+00:00,55000,55,Alert,LEW,Law Enforcement Warning,silver alert,
d5e3a879-cf81-4c89-a07f-86a7d6ca8135,2022-05-26 17:59:10+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
fdc12bdd-087f-4882-b4a4-9ee37ef4d989,2022-05-27 18:40:30+00:00,55000,55,Cancel,LEW,Law Enforcement Warning,silver alert,
10ae2608-73bf-4342-8d93-eec263b5775e,2022-05-30 09:09:02+00:00,16083,16,Alert,LEW,Law Enforcement Warning,endangered missing,7.0
c126ac72-4d1d-43bb-9b8b-547c70f924c0,2022-05-30 18:32:12+00:00,16083,16,Cancel,LEW,Law Enforcement Warning,endangered missing,7.0
0be8e7e4-0feb-4009-92fb-5151866df8c1,2022-06-02 04:27:04+00:00,06037,06,Alert,LEW,Law Enforcement Warning,silver alert,
00fbd3d4-00a1-4e19-8c10-896622ec3314,2022-06-02 05:04:14+00:00,06037,06,Cancel,LEW,Law Enforcement Warning,silver alert,
90958447-1949-4582-9139-62a3c540688e,2022-06-03 21:32:08+00:00,06085,06,Alert,LEW,Law Enforcement Warning,silver alert,
63376bed-87ee-42f6-9465-1d902076612c,2022-06-04 00:59:13+00:00,06085,06,Cancel,LEW,Law Enforcement Warning,silver alert,
24403d84-7aec-4c0b-914a-c80ec6142999,2022-06-04 13:56:22+00:00,18003,18,Alert,LEW,Law Enforcement Warning,missing elderly,
804f7102-19ad-46ac-8077-4712927d1a0f,2022-06-06 13:22:23+00:00,18003,18,Alert,LEW,Law Enforcement Warning,missing endangered,
1b420927-4879-49c7-bfbd-bf2544207934,2022-06-06 13:48:24+00:00,18003,18,Cancel,LEW,Law Enforcement Warning,missing endangered,
