record_type,status,model,sample,window,window_start_hour,window_end_hour,window_duration_hours,specification,outcome,term,beta,se,pvalue,n_obs,n_counties,n_anchor_days,fe,cluster
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-23:00,6,23,17,robust,person_fatals,cross_spillover_x_hours_since_wake,0.0005697975760685258,9.948060163061977e-05,6.131511136597823e-07,2319072,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,baseline,person_fatals,own_alert,0.00026009033477515165,0.00022411025361692615,0.2514495767319329,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,baseline,person_fatals,own_alert_x_hours_since_wake,-6.377060485478733e-05,3.267817335301202e-05,0.05672933970491356,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,baseline,person_fatals,cross_spillover,-0.002162985330067662,0.0011019114056189088,0.05534298971432339,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0005020176032932072,0.0001171455172186781,8.50443965663139e-05,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,robust,person_fatals,own_alert,0.0002635067555896817,0.00022128398733965777,0.23946575865719155,2455488,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,robust,person_fatals,own_alert_x_hours_since_wake,-6.377068851235128e-05,3.267839176866995e-05,0.05673062079885205,2455488,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,robust,person_fatals,cross_spillover,-0.0021726018468067377,0.0010770934254564872,0.049181366305639074,2455488,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-24:00,6,24,18,robust,person_fatals,cross_spillover_x_hours_since_wake,0.000502018023604371,0.00011714639225456893,8.505229387623103e-05,2455488,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,baseline,person_fatals,own_alert,0.0001280190264934792,0.0002103272416732937,0.5455573933667268,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,baseline,person_fatals,own_alert_x_hours_since_wake,-4.0907459786853224e-05,3.73514180755703e-05,0.2787810025953503,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,baseline,person_fatals,cross_spillover,-0.0013992894610123428,0.0008315693332847017,0.09879380023345496,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0003692641483270505,0.00011520968648464143,0.0023767126117022475,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,robust,person_fatals,own_alert,0.0001278215614015354,0.00020681405922348106,0.5394041690772422,2591863,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,robust,person_fatals,own_alert_x_hours_since_wake,-4.092168484135057e-05,3.733240388902783e-05,0.27837407181603613,2591863,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,robust,person_fatals,cross_spillover,-0.0013877044545474585,0.0008123320500019273,0.09390971137506354,2591863,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-01:00 (+1 day),6,1,19,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00036923081984408424,0.0001153002609699689,0.002395902805669259,2591863,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,baseline,person_fatals,own_alert,6.896640236861844e-05,0.00022051575077006952,0.7557974900796891,2728320,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,baseline,person_fatals,own_alert_x_hours_since_wake,-3.0819485417904634e-05,3.966232375555398e-05,0.4408664225218035,2728320,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,baseline,person_fatals,cross_spillover,-0.0008656430737495468,0.0007733200883377445,0.2684330960095638,2728320,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0002794628655163499,0.00010932833703808351,0.013734003182449106,2728320,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,robust,person_fatals,own_alert,6.60810905093257e-05,0.00021793056101722041,0.7630052502820428,2728320,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,robust,person_fatals,own_alert_x_hours_since_wake,-3.090108917558078e-05,3.9605427646472255e-05,0.43901208789817603,2728320,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,robust,person_fatals,cross_spillover,-0.0008542218626944142,0.0007621127278355056,0.26781077147244936,2728320,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,06:00-02:00 (+1 day),6,2,20,robust,person_fatals,cross_spillover_x_hours_since_wake,0.0002802078499337045,0.00010925142836475586,0.013437679132405123,2728320,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,baseline,person_fatals,own_alert,1.222003983295839e-05,0.0003940501729099045,0.9753864361854343,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,baseline,person_fatals,own_alert_x_hours_since_wake,-5.883699275609739e-05,5.795403766260624e-05,0.31498053005234716,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,baseline,person_fatals,cross_spillover,-0.001495785489537899,0.0015293488558391956,0.33285200110667734,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0005206883977063144,0.0002062576891954091,0.0148766923439545,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,robust,person_fatals,own_alert,1.1013406609825475e-05,0.0003930937268286581,0.9777621900986264,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,robust,person_fatals,own_alert_x_hours_since_wake,-5.883710697528826e-05,5.795415016609997e-05,0.31498053003885707,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,robust,person_fatals,cross_spillover,-0.0014910876050496717,0.0015077024009516919,0.32753154617586366,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-22:00,7,22,15,robust,person_fatals,cross_spillover_x_hours_since_wake,0.000520688975647027,0.00020625742646369343,0.0148764676316544,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,baseline,person_fatals,own_alert,-8.070354734837938e-05,0.00032739090772387154,0.8063209979816186,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,baseline,person_fatals,own_alert_x_hours_since_wake,-4.0686824124770817e-05,4.2831410533301354e-05,0.34681002877766987,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,baseline,person_fatals,cross_spillover,-0.0010241658661154617,0.0011260041918346119,0.367508189235247,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.00043422920166085187,0.00011193231458966965,0.000312515773392974,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,robust,person_fatals,own_alert,-7.963007471712425e-05,0.0003302179391217155,0.8104497380661346,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,robust,person_fatals,own_alert_x_hours_since_wake,-4.068693290593898e-05,4.2831627621090004e-05,0.34681117312405885,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,robust,person_fatals,cross_spillover,-0.0010208162592629326,0.001119223216806214,0.36619453500281596,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-23:00,7,23,16,robust,person_fatals,cross_spillover_x_hours_since_wake,0.0004342297434471036,0.00011193372678225432,0.00031255904516869215,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,baseline,person_fatals,own_alert,-0.00014708261277445226,0.0003284892288874479,0.6563035792764711,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,baseline,person_fatals,own_alert_x_hours_since_wake,-2.858485949559419e-05,4.2273098782110204e-05,0.5020961820189971,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,baseline,person_fatals,cross_spillover,-0.000663345255614449,0.0013048874684821637,0.6134859988283994,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.00037442477957495325,0.0001401523429746672,0.010220349512198634,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,robust,person_fatals,own_alert,-0.00014136955819467797,0.0003257280699449116,0.6661855337945986,2319072,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,robust,person_fatals,own_alert_x_hours_since_wake,-2.8584961157718638e-05,4.2273393715759295e-05,0.5020976375479127,2319072,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,robust,person_fatals,cross_spillover,-0.0006813131704826159,0.0012889312554866604,0.5994777019059379,2319072,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-24:00,7,24,17,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00037442528639111667,0.00014015359581230754,0.010220886683115715,2319072,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,baseline,person_fatals,own_alert,-0.00028626533509846987,0.0003390143212683139,0.4025471613568916,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,baseline,person_fatals,own_alert_x_hours_since_wake,-7.0590904762410695e-06,4.792348571047715e-05,0.883500297472239,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,baseline,person_fatals,cross_spillover,0.00019243934278166414,0.0012341638669528501,0.8767312660848581,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.00024111609565968174,0.00015807767093705273,0.13361308202283384,2455488,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,robust,person_fatals,own_alert,-0.00028440710680914587,0.0003356732764940684,0.4009621310738205,2455447,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,robust,person_fatals,own_alert_x_hours_since_wake,-7.084947440336818e-06,4.789793240180872e-05,0.8830148079805853,2455447,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,robust,person_fatals,cross_spillover,0.00019734388963100658,0.0012251372287411322,0.8726934755003457,2455447,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-01:00 (+1 day),7,1,18,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00024107893755863938,0.00015818250417387516,0.13392347978008523,2455447,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,baseline,person_fatals,own_alert,-0.000335612524480743,0.00035127059392672425,0.3440531359768124,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,baseline,person_fatals,own_alert_x_hours_since_wake,5.497016126279006e-07,4.976411108396165e-05,0.9912314824578532,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,baseline,person_fatals,cross_spillover,0.0007580888000276855,0.001123720654398017,0.5030854833630687,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0001553727834302359,0.00014551884692827965,0.2908809527441085,2591904,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,robust,person_fatals,own_alert,-0.00033657069011378487,0.0003485146643603069,0.33892219016176095,2591904,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,robust,person_fatals,own_alert_x_hours_since_wake,4.4372772227992714e-07,4.969046705593296e-05,0.9929113746903779,2591904,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,robust,person_fatals,cross_spillover,0.0007623745179170324,0.001121889880474025,0.4999904377479343,2591904,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,07:00-02:00 (+1 day),7,2,19,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00015619354183408818,0.00014543348457394153,0.2880893975767578,2591904,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,baseline,person_fatals,own_alert,9.06315153845512e-05,0.0004191550582969407,0.8297105482141853,1909824,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,baseline,person_fatals,own_alert_x_hours_since_wake,-6.581684227981784e-05,6.159616879011707e-05,0.29052115289433367,1909824,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,baseline,person_fatals,cross_spillover,-0.0024274658997897923,0.001347445713954394,0.07777359306058362,1909824,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0006061173295012202,0.00019428372580516836,0.0030304902017543878,1909824,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,robust,person_fatals,own_alert,8.823847472242634e-05,0.0004160515648674714,0.8329201430177866,1909824,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,robust,person_fatals,own_alert_x_hours_since_wake,-6.58169838502347e-05,6.159629407011049e-05,0.2905210970579073,1909824,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,robust,person_fatals,cross_spillover,-0.0024294499339387295,0.0013133296617235035,0.07037196840742599,1909824,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-22:00,8,22,14,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00060611803934041,0.0001942832767020426,0.0030303971703538046,1909824,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,baseline,person_fatals,own_alert,-3.521524017565227e-05,0.0003560134537301728,0.9216089406947867,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,baseline,person_fatals,own_alert_x_hours_since_wake,-4.431600534010171e-05,4.6666370063355634e-05,0.34695837722875544,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,baseline,person_fatals,cross_spillover,-0.0017529153067452478,0.0011178253058778276,0.12328253797188671,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0004967397156565832,0.00012350873357064654,0.00019910363664132902,2046240,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,robust,person_fatals,own_alert,-3.5097090122174995e-05,0.00035787546272337916,0.9222762492255556,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,robust,person_fatals,own_alert_x_hours_since_wake,-4.431613659502784e-05,4.6666585582941e-05,0.34695916876184674,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,robust,person_fatals,cross_spillover,-0.0017558920092322315,0.001110799327590871,0.12037032176100393,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-23:00,8,23,15,robust,person_fatals,cross_spillover_x_hours_since_wake,0.0004967403691948848,0.00012351036058584096,0.00019913390180525958,2046240,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,baseline,person_fatals,own_alert,-0.0001226543761696671,0.00034684940855891303,0.7251374917208886,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,baseline,person_fatals,own_alert_x_hours_since_wake,-3.0247647275766125e-05,4.4781087474860624e-05,0.5025614950385968,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,baseline,person_fatals,cross_spillover,-0.0012489027709448864,0.0011862849310293716,0.2976036914740392,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0004216459256859905,0.0001350298753448632,0.003006105947735316,2182656,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,robust,person_fatals,own_alert,-0.00011754696016942588,0.0003423776757659588,0.7328223906754896,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,robust,person_fatals,own_alert_x_hours_since_wake,-3.0247768992130434e-05,4.478137952579118e-05,0.5025625573277335,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,robust,person_fatals,cross_spillover,-0.0012741339584605184,0.0011631248527934326,0.2786789304255175,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-24:00,8,24,16,robust,person_fatals,cross_spillover_x_hours_since_wake,0.0004216465322510491,0.00013503138241164237,0.003006363938588885,2182656,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,baseline,person_fatals,own_alert,-0.00029542825081346774,0.00033986068628490417,0.38894153363998263,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,baseline,person_fatals,own_alert_x_hours_since_wake,-6.035565839382726e-06,4.916322447239262e-05,0.9027946583994613,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,baseline,person_fatals,cross_spillover,-0.0001539625306505004,0.001036180983213598,0.8824897235069074,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,baseline,person_fatals,cross_spillover_x_hours_since_wake,0.0002671201404291335,0.00015094007389998941,0.08299790099995707,2319072,1669,136416,fips_hour_dow + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,robust,person_fatals,own_alert,-0.00029422585068343646,0.00033325753162765845,0.3816130413600263,2319031,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,robust,person_fatals,own_alert_x_hours_since_wake,-6.078078107870154e-06,4.913162123921391e-05,0.902050882148087,2319031,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,robust,person_fatals,cross_spillover,-0.00015468688414977685,0.0010100414763896941,0.8789096957323221,2319031,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
estimate,ok,OLS_TWFE_hourly_window_shift,night_alert_case_crossover_shifted_window,08:00-01:00 (+1 day),8,1,17,robust,person_fatals,cross_spillover_x_hours_since_wake,0.00026710064758645954,0.00015104797295899301,0.08323317612120529,2319031,1669,136416,fips_hour_dow + fips_year + year_month,state+outcome_date
