model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
(1) Pooled OLS,0.030751079191574573,0.010417948822217625,0.0032043891892014524,0.01031732187296237,0.05118483651018678,7234005,1655,1.322747141918601e-05,0.056542399403926316
(2) County FE,0.004952277849281082,0.004668069031799599,0.2888976901536874,-0.004203669388518612,0.014108225087080775,7234005,1655,7.11306116796262e-06,0.056542399403926316
(3) Baseline,0.004386271287575199,0.004667042726772295,0.3474371037763401,-0.004767662956282916,0.013540205531433314,7234005,1655,6.59126588087311e-07,0.056542399403926316
(5) + Year FE,0.005381160997193648,0.004683511392277373,0.25073914813037,-0.003805074875328116,0.014567396869715412,7234005,1655,1.292629617344332e-06,0.056542399403926316
(6) DoW×Year FE,0.005615685572183926,0.00466998300692398,0.22933941158149498,-0.003544015735046601,0.014775386879414452,7234005,1655,2.891757040601739e-06,0.056542399403926316
(7) Year×Month FE,0.005593366669335541,0.004681429849433536,0.2323369539277067,-0.0035887864665511034,0.014775519805222185,7234005,1655,6.758915225058004e-06,0.056542399403926316
