model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
Placebo: t-1,0.00248954200043476,0.003947824521161077,0.5283819519883378,-0.0052537181727996315,0.010232802173669151,7232350,1655,7.806117263697843e-08,0.0565791202029769
Main: aligned,0.0043757832810174535,0.004667321515106954,0.34861964241326854,-0.004778697778079525,0.013530264340114432,7234005,1655,2.4134920384444314e-07,0.056542399403926316
Placebo: t+2,-0.00906258371460932,0.004553153530039392,0.04671155358544803,-0.017993135769999703,-0.00013203165921893932,7232350,1655,1.0339713507612203e-06,0.05660359357608523
