model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
(A) Early-night → t+1,0.003752479934976907,0.006206765582675939,0.545541707949214,-0.008421465609796615,0.015926425479750428,7234005,1655,8.719012301039442e-08,0.05653203170304693
(B) Midnight-6am → t+0,0.005031802451104559,0.005838052805628063,0.3888689256128088,-0.006418950118253279,0.0164825550204624,7234005,1655,1.6249926626521471e-07,0.056566867178001676
(C) Pooled aligned,0.0043757832810174535,0.004667321515106954,0.34861964241326854,-0.004778697778079525,0.013530264340114432,7234005,1655,2.4134920384444314e-07,0.056542399403926316
(D) Pooled aligned + Year FE,0.005364092758646843,0.004683759287933696,0.2522697532329833,-0.0038226293362367382,0.014550814853530426,7234005,1655,3.627087413748953e-07,0.056542399403926316
(M) Misaligned baseline [memo],-0.007561997860449475,0.0038502678302809027,0.049695182286186794,-0.015113910410435702,-1.008531046324708e-05,7234005,1655,7.209111734240992e-07,0.05653203170304693
