model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
Same-day (daytime alert),7.587025616165266e-05,0.0015750604120839385,0.9617728616883714,-0.003087731686638722,0.003239472198962027,7234005,51,1.97887373154515e-10,0.056566867178001676
Next-day (daytime alert),-0.001306018652261253,0.0019680067008662565,0.5099787389199506,-0.005258876443961529,0.0026468391394390235,7234005,51,5.870251384987313e-08,0.05653203170304693
Next-commute (night alert) [ref],0.0043757832810174535,0.00371360542286756,0.24425007705270727,-0.003083212729829984,0.01183477929186489,7234005,51,2.4134920384444314e-07,0.056542399403926316
