model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
(2) County FE [OLS],0.02489701853989948,0.013199150583771517,0.05943520254223085,-0.0009917973803015429,0.0507858344601005,6018044,1654,9.5445715186937e-07,0.0685206121270527
(3) Baseline [OLS],0.0238811765929874,0.013185875761351811,0.07030404559943652,-0.001981602088543151,0.04974395527451795,6018044,1654,1.2749721872706843e-06,0.0685206121270527
(5) + Year FE [OLS],0.02495142384503575,0.013186218545519919,0.05863428639357549,-0.0009120271734131651,0.05081487486348467,6018044,1654,1.2334464009056134e-06,0.0685206121270527
(2) County FE [logWLS],0.022480564090458184,0.011532929015780688,0.05143448281532878,-0.00014012459820567785,0.045101252779122046,6018044,1654,1.067296597545564e-06,0.0685206121270527
(3) Baseline [logWLS],0.021524538006889134,0.011519106634187138,0.06185602549845277,-0.0010690394604591542,0.044118115474237427,6018044,1654,1.1064663276716402e-06,0.0685206121270527
(5) + Year FE [logWLS],0.02244800421301945,0.011521614441316707,0.051543506448871575,-0.00015049206760615885,0.04504650049364506,6018044,1654,1.082157567111608e-06,0.0685206121270527
