record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change
estimate,ok,spillover_joint,TX,PPML_raw_count,serious_inj,log_spillover_commuters,-0.010356457028932347,0.012473512246572088,0.40638279156731594,371094.0,log_population_offset,,,0.8965491223248018,,,,0.9896969864181266,-1.0303013581873355
estimate,ok,direct_vs_clean,TX,WLS_TWFE,serious_per_100k,night_alert,0.04847357500436259,0.03145691697605697,0.22098091151909593,369121.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,crashes_per_100k,night_alert,-0.4546254208968419,0.0755907622295121,0.0009525601054269917,339948.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,crashes_per_100k,log_spillover_commuters,0.023344760214666666,0.0169528761981446,0.21766965427412477,339948.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,PPML_raw_count,crashes,night_alert,-0.12918681333498683,0.019908975349865243,8.648082250317657e-11,339948.0,log_population_offset,,,0.37218045112781956,,,,0.8788097768245118,-12.119022317548822
estimate,ok,spillover_joint,VA,PPML_raw_count,crashes,log_spillover_commuters,0.005594743179176478,0.004401935749233208,0.2037381172639645,339948.0,log_population_offset,,,0.37218045112781956,,,,1.00561042298265,0.561042298264991
estimate,ok,direct_vs_clean,VA,WLS_TWFE,crashes_per_100k,night_alert,-2.566800515503119,0.14924696611687846,2.474481883174562e-06,338067.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,fatals_per_100k,night_alert,0.0577181651945159,0.0057011498876529815,5.398843327286684e-05,339948.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,fatals_per_100k,log_spillover_commuters,-0.0013219192926334784,0.0008725351789954203,0.18054180181022694,339948.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,VA,PPML_raw_count,fatals,night_alert,11.067970258101749,0.3462938644719696,0.0,293800.0,log_population_offset,,,0.983179780437008,,,,64085.298120128886,6408429.8120128885
estimate,ok,spillover_joint,VA,PPML_raw_count,fatals,log_spillover_commuters,-0.13573051738158443,0.060925743863328885,0.025893695867107214,293800.0,log_population_offset,,,0.983179780437008,,,,0.873077880102935,-12.692211989706504
estimate,ok,spillover_joint,WI,WLS_TWFE,crashes_per_100k,night_alert,0.8574872976757841,0.24196995609406396,0.0053231544883862725,289224.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,WI,WLS_TWFE,crashes_per_100k,log_spillover_commuters,0.05116111418182958,0.042463116227181574,0.25600536467217694,289224.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,WI,PPML_raw_count,crashes,night_alert,0.18164419697225154,0.04817397035616196,0.0001628633261765433,289224.0,log_population_offset,,,0.20855807263574253,,,,1.199187443441607,19.9187443441607
estimate,ok,spillover_joint,WI,PPML_raw_count,crashes,log_spillover_commuters,0.009237767300272263,0.007405224514477984,0.2122266054414892,289224.0,log_population_offset,,,0.20855807263574253,,,,1.0092805671628253,0.9280567162825326
estimate,ok,direct_vs_clean,WI,WLS_TWFE,crashes_per_100k,night_alert,1.7425805266980723,0.20219382256545654,6.09871994261546e-06,287628.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,WI,WLS_TWFE,fatals_per_100k,log_spillover_commuters,-0.0008167704422658392,0.0012521669306189292,0.5289247035986224,289224.0,rate_per_100k_population_weighted,,,,,,,,
estimate,ok,spillover_joint,WI,PPML_raw_count,fatals,night_alert,0.1100199297786275,0.14203445995708028,0.4385759029371401,212328.0,log_population_offset,,,0.9807934334633364,,,,1.1163003178553943,11.63003178553943
estimate,ok,spillover_joint,WI,PPML_raw_count,fatals,log_spillover_commuters,-0.01732210593676806,0.03835073450719906,0.6515024183065505,212328.0,log_population_offset,,,0.9807934334633364,,,,0.9828270592135943,-1.7172940786405744
estimate,ok,direct_vs_clean,WI,WLS_TWFE,fatals_per_100k,night_alert,-0.08662445449801026,0.0109246527733409,1.2726427510489913e-05,287628.0,rate_per_100k_population_weighted,,,,,,,,
