spec,outcome,term,status,coef,se_state_date,pval_state_date,nobs,bootstrap_reps,estimator,pval_wild,inference,analysis_counties,excluded_no_self_loop_counties,exposure_spec
leave_state_out_50,fatal_crashes,own_driver_distance,ok,0.00011068529288254081,0.0005894744381679311,0.8518489105414653,7282884,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_50,fatal_crashes,cross_driver_distance,ok,0.00032269811912035725,0.00013942858373758643,0.024968254563655437,7282884,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_51,fatal_crashes,own_driver_distance,ok,0.00012381926635264,0.0005969057038305065,0.8365475401531454,7041874,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_51,fatal_crashes,cross_driver_distance,ok,0.0003235084523650715,0.00014111869792712804,0.026305151402425543,7041874,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_53,fatal_crashes,own_driver_distance,ok,0.0001841511604191504,0.0005905003830112028,0.7565004897388928,7199626,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_53,fatal_crashes,cross_driver_distance,ok,0.0003192901682709411,0.00014103262657865544,0.028134426483361067,7199626,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_54,fatal_crashes,own_driver_distance,ok,0.00010940550617856785,0.0005904312813949926,0.853776384912967,7217154,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_54,fatal_crashes,cross_driver_distance,ok,0.00032306204864072507,0.00013942781499219894,0.02481281754670976,7217154,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_55,fatal_crashes,own_driver_distance,ok,-1.838126221205889e-05,0.0005936174711443886,0.9754259867584207,7133896,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_55,fatal_crashes,cross_driver_distance,ok,0.00032414179337771114,0.0001375173836160886,0.02254498109074876,7133896,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_56,fatal_crashes,own_driver_distance,ok,0.00010667822850033574,0.0005926009211284555,0.8578970791810661,7265356,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
leave_state_out_56,fatal_crashes,cross_driver_distance,ok,0.0003292255668527042,0.00014230916004173688,0.025026548967844956,7265356,0,numpy_within_ols,,analytic_only,1668,9,year_matched_acs_and_lodes
zero_vs_positive_exposure,fatal_crashes,own_bin_pos,ok,0.0024378813733526737,0.001151566804083119,0.03935990438915417,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
zero_vs_positive_exposure,fatal_crashes,cross_bin_pos,ok,0.0007509369145325749,0.0007180147072110447,0.3007614549144949,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,own_q1,ok,0.0008354332912089602,0.0029409414983220575,0.7775536981795104,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,own_q2,ok,0.005926882890391758,0.002987149828297346,0.05285764521067939,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,own_q3,ok,0.0013994821191165084,0.00331534882157488,0.6747823051062221,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,own_q4,ok,0.002698532853055574,0.004391784600118618,0.5417606196570421,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,cross_q1,ok,-0.0022392445510771666,0.0016917046623452327,0.1917580287424301,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,cross_q2,ok,0.0025843100222408765,0.0013763374442800067,0.06638466258852552,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,cross_q3,ok,0.0020466828083941266,0.0010211551170613493,0.0505831329658039,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
positive_exposure_quantiles,fatal_crashes,cross_q4,ok,0.0004665890836801313,0.0009815815333166385,0.6366538590359159,7309176,0,numpy_within_ols,,,1668,9,year_matched_acs_and_lodes
