record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,cluster,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change
estimate,ok,spillover_joint,TX,PPML_raw_count,serious_inj,night_alert,0.23559606580892342,0.18351918051441604,0.19922311576783858,371094.0,log_population_offset,county+date,,,0.8965491223248018,,,,1.265662962353526,26.566296235352603
estimate,ok,spillover_joint,TX,PPML_raw_count,serious_inj,spillover_share_10pp,-0.16002978769772008,0.11538177592454693,0.1654542781199333,371094.0,log_population_offset,county+date,,,0.8965491223248018,,,,0.8521184059426644,-14.788159405733559
estimate,ok,direct_vs_clean,TX,WLS_TWFE,serious_per_100k,night_alert,0.04847357500436184,0.07211095772803772,0.5020645908925694,369121.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,TX,PPML_raw_count,serious_inj,night_alert,0.23547804018881766,0.37122437757285365,0.5258667461631037,369121.0,log_population_offset,county+date,,,0.8978492147561369,,,,1.265513590512575,26.551359051257496
estimate,ok,spillover_joint,VA,WLS_TWFE,crashes_per_100k,night_alert,-0.9597844155505718,0.8927952666768825,0.2843210313098372,339948.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,crashes_per_100k,spillover_share_10pp,0.14732302543107714,0.21991668979289206,0.5040893245749611,339948.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,VA,PPML_raw_count,crashes,night_alert,-0.21602738535364302,0.2294203825577666,0.3463859657144761,339948.0,log_population_offset,county+date,,,0.37218045112781956,,,,0.8057132368294261,-19.42867631705739
estimate,ok,spillover_joint,VA,PPML_raw_count,crashes,spillover_share_10pp,0.02636597690396434,0.053654631548674975,0.6231423654293966,339948.0,log_population_offset,county+date,,,0.37218045112781956,,,,1.0267166342981504,2.671663429815041
estimate,ok,direct_vs_clean,VA,WLS_TWFE,crashes_per_100k,night_alert,-2.566800515503133,0.03258403792916284,0.0,338067.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,VA,PPML_raw_count,crashes,night_alert,-0.42620818553345274,0.006103408429599139,0.0,338067.0,log_population_offset,county+date,,,0.3734289356843466,,,,0.6529803868990307,-34.70196131009693
estimate,ok,spillover_joint,VA,WLS_TWFE,fatals_per_100k,night_alert,0.07049378702392042,0.06554742873495022,0.2841296268702911,339948.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,VA,WLS_TWFE,fatals_per_100k,spillover_share_10pp,-0.004512485986803257,0.015893719700846298,0.7769193860291259,339948.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,VA,PPML_raw_count,fatals,night_alert,10.683290805991048,1.1783858556287743,0.0,293800.0,log_population_offset,county+date,,,0.983179780437008,,,,43620.862211710664,4361986.221171066
estimate,ok,spillover_joint,VA,PPML_raw_count,fatals,spillover_share_10pp,-0.10537754442495342,0.31631209519864695,0.7390254255729287,293800.0,log_population_offset,county+date,,,0.983179780437008,,,,0.8999846742400753,-10.001532575992467
estimate,ok,direct_vs_clean,VA,WLS_TWFE,fatals_per_100k,night_alert,0.07159391759895545,0.001054169478819014,0.0,338067.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,VA,PPML_raw_count,fatals,night_alert,7.92629733112357,0.024784335552013526,0.0,291284.0,log_population_offset,county+date,,,0.983207470708469,,,,2769.154536532916,276815.4536532916
estimate,ok,spillover_joint,WI,WLS_TWFE,crashes_per_100k,night_alert,1.10101984109817,0.36632464525665526,0.0036618776228838357,289224.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,WI,WLS_TWFE,crashes_per_100k,spillover_share_10pp,-0.3013916646824593,0.08609433882256115,0.0008061874668594537,289224.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,WI,PPML_raw_count,crashes,night_alert,0.19717116869220547,0.0339656123360742,6.4357079665455785e-09,289224.0,log_population_offset,county+date,,,0.20855807263574253,,,,1.2179524982009864,21.79524982009864
estimate,ok,spillover_joint,WI,PPML_raw_count,crashes,spillover_share_10pp,-0.054224900429105,0.024155609828702164,0.024779944544617516,289224.0,log_population_offset,county+date,,,0.20855807263574253,,,,0.9472190525733561,-5.278094742664385
estimate,ok,direct_vs_clean,WI,WLS_TWFE,crashes_per_100k,night_alert,1.7425805266980778,0.6684032461531029,0.011122068047655809,287628.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,WI,PPML_raw_count,crashes,night_alert,0.3211151427680369,0.08138026475002129,7.951401944605863e-05,287628.0,log_population_offset,county+date,,,0.20927030748049563,,,,1.378664314980458,37.866431498045806
estimate,ok,spillover_joint,WI,WLS_TWFE,fatals_per_100k,night_alert,-0.0060544377678169465,0.01730934699743806,0.7275403458809748,289224.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,WI,WLS_TWFE,fatals_per_100k,spillover_share_10pp,0.006122530956163749,0.00383942347133983,0.11523303539145902,289224.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,WI,PPML_raw_count,fatals,night_alert,-0.19981355017069297,0.3079166373334015,0.5163894865740359,212328.0,log_population_offset,county+date,,,0.9807934334633364,,,,0.8188834195190153,-18.111658048098466
estimate,ok,direct_vs_clean,WI,WLS_TWFE,fatals_per_100k,night_alert,-0.08662445449801152,0.0774063694662451,0.2668748597966193,287628.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,WI,PPML_raw_count,fatals,night_alert,-0.9681619361121888,0.8397362663985702,0.24893676973586842,209814.0,log_population_offset,county+date,,,0.9809510896018468,,,,0.37978045770075525,-62.02195422992447
