record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,cluster,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change
estimate,ok,direct_vs_clean,NC,PPML_raw_count,serious_inj,night_alert,-0.09571250177433517,0.8109426091971282,0.9060468718029815,108919.0,log_population_offset,county+date,,,0.8898539281484406,,,,0.9087252354096556,-9.127476459034444
estimate,ok,spillover_joint,NY,WLS_TWFE,crashes_per_100k,night_alert,-0.5801572136359093,1.1291283238183156,0.6092412375882865,67890.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,NY,WLS_TWFE,crashes_per_100k,spillover_share_10pp,0.9699171139325518,0.8266792101906778,0.2452489448106845,67890.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,NY,PPML_raw_count,crashes,night_alert,-0.04692229155577882,0.13577314840877414,0.7296483755529064,67890.0,log_population_offset,county+date,,,0.03857711003093239,,,,0.9541615411184408,-4.583845888155924
estimate,ok,spillover_joint,NY,PPML_raw_count,crashes,spillover_share_10pp,0.10844764403568523,0.07616609706844815,0.15449542283591944,67890.0,log_population_offset,county+date,,,0.03857711003093239,,,,1.114546553851146,11.45465538511461
estimate,ok,direct_vs_clean,NY,WLS_TWFE,crashes_per_100k,night_alert,1.4228466561499808,0.6615166258299507,0.03545570091052053,67151.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,NY,PPML_raw_count,crashes,night_alert,0.23861553354421333,0.06869943106205807,0.0005140501807721076,67151.0,log_population_offset,county+date,,,0.038942085747047696,,,,1.2694903662855164,26.94903662855164
estimate,ok,spillover_joint,OR,WLS_TWFE,crashes_per_100k,spillover_share_10pp,-1.3811046912284504,0.47320789212206316,0.0061086774098622065,65736.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,OR,PPML_raw_count,crashes,night_alert,0.5299882087502448,0.0616781926848913,0.0,65736.0,log_population_offset,county+date,,,0.33964646464646464,,,,1.6989122762014863,69.89122762014863
estimate,ok,spillover_joint,OR,PPML_raw_count,crashes,spillover_share_10pp,-0.3745734369742311,0.10608795347677266,0.00041433307636395966,65736.0,log_population_offset,county+date,,,0.33964646464646464,,,,0.6875825135224126,-31.241748647758737
estimate,ok,direct_vs_clean,OR,WLS_TWFE,crashes_per_100k,night_alert,2.995302781731671,1.0642997886989618,0.007968516849461205,65277.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,OR,PPML_raw_count,crashes,night_alert,0.41728398184347115,0.17597528350093036,0.017727329112959156,65277.0,log_population_offset,county+date,,,0.3413453436892014,,,,1.5178334888897724,51.783348888977244
estimate,ok,spillover_joint,OR,WLS_TWFE,fatals_per_100k,spillover_share_10pp,-0.018330561158762,0.015878452151443293,0.2561456246916334,65736.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,OR,PPML_raw_count,fatals,spillover_share_10pp,-5.648841618776233,6.036947670881817,0.3494217259542105,48528.0,log_population_offset,county+date,,,0.9627905561640502,,,,0.0035215937611947625,-99.64784062388053
estimate,ok,spillover_joint,OR,WLS_TWFE,serious_per_100k,night_alert,-0.40634057751338853,0.06200406878880519,1.451290592147103e-07,65736.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,OR,WLS_TWFE,serious_per_100k,spillover_share_10pp,0.007502244467042654,0.02549557367474319,0.7702998802751313,65736.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,OR,PPML_raw_count,serious_inj,night_alert,-9.341636623750226,0.33322061674088577,0.0,64800.0,log_population_offset,county+date,,,0.8622520384568577,,,,8.769579355599157e-05,-99.9912304206444
estimate,ok,spillover_joint,OR,PPML_raw_count,serious_inj,spillover_share_10pp,0.0014640387489209233,0.2639672805867761,0.9955747245540347,64800.0,log_population_offset,county+date,,,0.8622520384568577,,,,1.0014651109768473,0.1465110976847317
estimate,ok,direct_vs_clean,OR,WLS_TWFE,serious_per_100k,night_alert,-0.4194980514061264,0.038179691408796915,6.818989817247711e-13,65277.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,OR,PPML_raw_count,serious_inj,night_alert,-9.268764147922003,0.11298500435605623,0.0,64226.0,log_population_offset,county+date,,,0.8634587986580265,,,,9.43250136009017e-05,-99.99056749863992
estimate,ok,spillover_joint,TX,WLS_TWFE,crashes_per_100k,night_alert,0.3673589163446886,0.29329611926980204,0.21153738780428877,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,TX,WLS_TWFE,crashes_per_100k,spillover_share_10pp,0.03520472906202732,0.12099540729786139,0.7713208909412423,371094.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,TX,PPML_raw_count,crashes,night_alert,0.030741088046921834,0.04138327624978011,0.45757950436794737,371094.0,log_population_offset,county+date,,,0.4391690515071653,,,,1.0312184745301773,3.1218474530177343
