model,coef,se,pval,ci_lo,ci_hi,n_obs,n_counties,r2,mean_y
Band: early_night,0.003752479934976907,0.006206765582675939,0.545541707949214,-0.008421465609796615,0.015926425479750428,7234005,1655,8.719012301039442e-08,0.05653203170304693
Band: deep_night,0.007007967597221661,0.007240948822208273,0.33327352480296385,-0.007194424208922683,0.021210359403366005,7234005,1655,2.1016680118446374e-07,0.056566867178001676
Band: late_night,0.0010767875389998665,0.009933716508418042,0.9136937312370117,-0.018407196867989944,0.020560771945989674,7234005,1655,2.481728489378554e-09,0.056566867178001676
Weekday,0.004592270673734622,0.0063628996229880335,0.4705649101068599,-0.007887916065285102,0.017072457412754347,4134190,1655,2.7945926106554e-07,0.05309165761612311
Weekend,0.0012713936749563209,0.006590801173022215,0.8470576257016971,-0.011655799000203405,0.014198586350116046,3099815,1655,1.927981119198563e-08,0.061144616694867274
Alert 10pm-midnight,0.003893255306361867,0.006222635744810908,0.5316241849925009,-0.008311817962996114,0.01609832857571985,7234005,1655,9.361145913988622e-08,0.05653203170304693
Alert midnight-3am,0.00839080771908293,0.0072678805106464375,0.2484597772566024,-0.005864407881372276,0.022646023319538137,7234005,1655,3.0313153065453236e-07,0.056566867178001676
Alert 3am-6am,-0.002170058413329503,0.00971037870715791,0.8231909085406549,-0.02121598821773867,0.016875871391079666,7234005,1655,1.003224148199422e-08,0.056566867178001676
