record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,cluster,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change
estimate,ok,spillover_joint,FARS_WINDOW_W3_FATALS,WLS_TWFE,w3_fatals_per_100k,spillover_share_10pp,0.0004677051898228085,0.0006795670898786611,0.4913526556437837,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W3_FATALS,PPML_raw_count,w3_fatals,night_alert,-0.40777578032339645,0.27085203706880495,0.13218795249730975,12219714.0,log_population_offset,county+date,,,0.9935230612798318,,,,0.6651279968885372,-33.48720031114628
estimate,ok,spillover_joint,FARS_WINDOW_W3_FATALS,PPML_raw_count,w3_fatals,spillover_share_10pp,0.1008618274488065,0.11326753935993103,0.3732112876381848,12219714.0,log_population_offset,county+date,,,0.9935230612798318,,,,1.1061237952573444,10.61237952573444
estimate,ok,direct_vs_clean,FARS_WINDOW_W3_FATALS,WLS_TWFE,w3_fatals_per_100k,night_alert,-0.0009573941642895847,0.0006866378516913068,0.16331926722669476,12526681.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,FARS_WINDOW_W3_FATALS,PPML_raw_count,w3_fatals,night_alert,-0.19926525212232196,0.130273390928857,0.12611753121186187,12153372.0,log_population_offset,county+date,,,0.9935932750263218,,,,0.8193325348130491,-18.066746518695087
estimate,ok,spillover_joint,FARS_WINDOW_W3_SERIOUS,WLS_TWFE,w3_serious_per_100k,night_alert,0.00028292921018470933,0.0009254255283579719,0.7598314700986497,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W3_SERIOUS,WLS_TWFE,w3_serious_per_100k,spillover_share_10pp,-0.0005008654025302729,0.0003443736790187023,0.1459288823679079,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W3_SERIOUS,PPML_raw_count,w3_serious,night_alert,0.3666474836518651,0.8856635498262236,0.6788883510544172,10067298.0,log_population_offset,county+date,,,0.9987842736948511,,,,1.442889187425213,44.2889187425213
estimate,ok,spillover_joint,FARS_WINDOW_W3_SERIOUS,PPML_raw_count,w3_serious,spillover_share_10pp,-0.5382043032200033,0.4478714528486989,0.22948222298487964,10067298.0,log_population_offset,county+date,,,0.9987842736948511,,,,0.5837956316406727,-41.62043683593273
estimate,ok,direct_vs_clean,FARS_WINDOW_W3_SERIOUS,WLS_TWFE,w3_serious_per_100k,night_alert,-0.0005913520944891584,0.0004898659038586032,0.2274572547657827,12526681.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,FARS_WINDOW_W3_SERIOUS,PPML_raw_count,w3_serious,night_alert,-0.5298626380319102,0.4664437394609315,0.2559722216326519,9975195.0,log_population_offset,county+date,,,0.9987962493816199,,,,0.5886858271686625,-41.13141728313375
estimate,ok,spillover_joint,FARS_WINDOW_W4_FATALS,WLS_TWFE,w4_fatals_per_100k,night_alert,-0.00024542028451719197,0.0006957912133304503,0.7243212129977334,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W4_FATALS,WLS_TWFE,w4_fatals_per_100k,spillover_share_10pp,-7.302632075398135e-05,0.00034711561806735186,0.8333844691968175,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W4_FATALS,PPML_raw_count,w4_fatals,night_alert,-0.12050841859148309,0.2242744869905112,0.5910427396488565,11942541.0,log_population_offset,county+date,,,0.9962954095810509,,,,0.8864696244883342,-11.353037551166578
estimate,ok,spillover_joint,FARS_WINDOW_W4_FATALS,PPML_raw_count,w4_fatals,spillover_share_10pp,0.010584386275720893,0.0945561278459087,0.9108728812730049,11942541.0,log_population_offset,county+date,,,0.9962954095810509,,,,1.0106405990429652,1.0640599042965215
estimate,ok,direct_vs_clean,FARS_WINDOW_W4_FATALS,WLS_TWFE,w4_fatals_per_100k,night_alert,-0.0004859181762666614,0.0005903602012317128,0.41052078932537395,12526681.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,FARS_WINDOW_W4_FATALS,PPML_raw_count,w4_fatals,night_alert,-0.1319180354416738,0.17160366628735635,0.44204963576698053,11872669.0,log_population_offset,county+date,,,0.9963343841836477,,,,0.8764128269257707,-12.358717307422928
estimate,ok,spillover_joint,FARS_WINDOW_W4_SERIOUS,WLS_TWFE,w4_serious_per_100k,night_alert,-0.0001452349159378982,0.0001853593267357169,0.4333741300112566,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W4_SERIOUS,WLS_TWFE,w4_serious_per_100k,spillover_share_10pp,-0.0002054513478973973,5.302288785514141e-05,0.0001089112706662565,12593295.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,spillover_joint,FARS_WINDOW_W4_SERIOUS,PPML_raw_count,w4_serious,night_alert,-0.15771102673502496,0.5538323839355551,0.775825643883447,7624680.0,log_population_offset,county+date,,,0.9993631531700004,,,,0.8540965573818066,-14.590344261819343
estimate,ok,spillover_joint,FARS_WINDOW_W4_SERIOUS,PPML_raw_count,w4_serious,spillover_share_10pp,-0.7181689260349795,0.4443867621517925,0.10607489315812257,7624680.0,log_population_offset,county+date,,,0.9993631531700004,,,,0.48764435184079186,-51.23556481592082
estimate,ok,direct_vs_clean,FARS_WINDOW_W4_SERIOUS,WLS_TWFE,w4_serious_per_100k,night_alert,-0.0005384561270390121,0.00019950001037252738,0.006991549748497361,12526681.0,rate_per_100k_population_weighted,county+date,,,,,,,,
estimate,ok,direct_vs_clean,FARS_WINDOW_W4_SERIOUS,PPML_raw_count,w4_serious,night_alert,-1.2674596973235737,0.7233692294693753,0.07974604569638433,7528869.0,log_population_offset,county+date,,,0.9993675898667812,,,,0.2815459259891325,-71.84540740108676
