record_type,status,sample,state,model,outcome,term,beta,se,pvalue,irr,pct_change,n_obs,zero_share_input,exposure_mode,cluster,spec
estimate,ok,spillover_joint,FARS_FLOWS_2020_ONLY,PPML_raw_count,fatals,night_alert,-0.05719974569386642,0.08436756733301214,0.4977827028563313,0.9444054096113298,-5.55945903886702,12557142,0.9725467401502148,log_population_offset,county+date,flows_2020_only
estimate,ok,spillover_joint,FARS_FLOWS_2020_ONLY,PPML_raw_count,fatals,spillover_share_10pp,0.06919216776593343,0.030948266022845033,0.025369037038072362,1.071642124435505,7.1642124435504995,12557142,0.9725467401502148,log_population_offset,county+date,flows_2020_only
estimate,ok,spillover_joint,FARS_FLOWS_YEAR_MATCHED,PPML_raw_count,fatals,night_alert,-0.04988870258277017,0.08307167596326975,0.5481396881136815,0.9513352997705667,-4.866470022943325,12557142,0.9725467401502148,log_population_offset,county+date,flows_year_matched
estimate,ok,spillover_joint,FARS_FLOWS_YEAR_MATCHED,PPML_raw_count,fatals,spillover_share_10pp,0.06555863801692152,0.029969502797564482,0.028705190035130723,1.067755346533918,6.7755346533918015,12557142,0.9725467401502148,log_population_offset,county+date,flows_year_matched
