record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change,expected_fits,produced_fits,expected_terms,produced_terms
fit_status,skipped,spillover_joint,UT,PPML_raw_count,crashes,,,,,,,63539.0,0.0,0.3612741780638663,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,UT,WLS_TWFE,crashes_per_100k,,,,,,,63099.0,0.0,0.36333380877668425,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,UT,WLS_TWFE,fatals_per_100k,,,,,,,63539.0,0.0,0.9765813122649082,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,UT,PPML_raw_count,fatals,,,,,,,63539.0,0.0,0.9765813122649082,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,UT,WLS_TWFE,fatals_per_100k,,,,,,,63099.0,0.0,0.9769568455918477,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,UT,WLS_TWFE,serious_per_100k,,,,,,,63539.0,0.0,0.90061222241458,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,UT,PPML_raw_count,serious_inj,,,,,,,63539.0,0.0,0.90061222241458,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,UT,WLS_TWFE,serious_per_100k,,,,,,,63099.0,0.0,0.902090365932899,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,ok,spillover_joint,VA,WLS_TWFE,crashes_per_100k,,,,,,,339948.0,339948.0,0.37218045112781956,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,spillover_joint,VA,PPML_raw_count,crashes,,,,,,,339948.0,339948.0,0.37218045112781956,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,direct_vs_clean,VA,WLS_TWFE,crashes_per_100k,,,,,,,338067.0,338067.0,0.3734289356843466,night_alert,night_alert,,,,,,,
fit_status,ok,spillover_joint,VA,WLS_TWFE,fatals_per_100k,,,,,,,339948.0,339948.0,0.983179780437008,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,spillover_joint,VA,PPML_raw_count,fatals,,,,,,,339948.0,293800.0,0.983179780437008,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,failed,direct_vs_clean,VA,WLS_TWFE,fatals_per_100k,,,,,,,338067.0,338067.0,0.983207470708469,night_alert,,nonfinite_coefficient,,,,,,
fit_status,skipped,spillover_joint,VA,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,VA,PPML_raw_count,serious_inj,,,,,,,0.0,0.0,,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,VA,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,ok,spillover_joint,WI,WLS_TWFE,crashes_per_100k,,,,,,,289224.0,289224.0,0.20855807263574253,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,spillover_joint,WI,PPML_raw_count,crashes,,,,,,,289224.0,289224.0,0.20855807263574253,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,direct_vs_clean,WI,WLS_TWFE,crashes_per_100k,,,,,,,287628.0,287628.0,0.20927030748049563,night_alert,night_alert,,,,,,,
fit_status,partial,spillover_joint,WI,WLS_TWFE,fatals_per_100k,,,,,,,289224.0,289224.0,0.9807934334633364,night_alert|log_spillover_commuters,log_spillover_commuters,nonfinite_coefficient,,,,,,
fit_status,ok,spillover_joint,WI,PPML_raw_count,fatals,,,,,,,289224.0,212328.0,0.9807934334633364,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,direct_vs_clean,WI,WLS_TWFE,fatals_per_100k,,,,,,,287628.0,287628.0,0.9809510896018468,night_alert,night_alert,,,,,,,
fit_status,skipped,spillover_joint,WI,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,WI,PPML_raw_count,serious_inj,,,,,,,0.0,0.0,,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,WI,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
model_count_summary,,,,,,,,,,,,,,,,,,,,171.0,85.0,268.0,129.0
