record_type,status,sample,state,model,outcome,term,beta,se,pvalue,n_obs,exposure_mode,input_n,fitted_n,zero_share_input,terms_requested,terms_produced,error_reason,irr,pct_change,expected_fits,produced_fits,expected_terms,produced_terms
fit_status,skipped,spillover_joint,CT,WLS_TWFE,crashes_per_100k,,,,,,,17536.0,0.0,0.00239507299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,CT,PPML_raw_count,crashes,,,,,,,17536.0,0.0,0.00239507299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,CT,WLS_TWFE,crashes_per_100k,,,,,,,17536.0,0.0,0.00239507299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,CT,WLS_TWFE,fatals_per_100k,,,,,,,17536.0,0.0,0.9145757299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,CT,PPML_raw_count,fatals,,,,,,,17536.0,0.0,0.9145757299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,CT,WLS_TWFE,fatals_per_100k,,,,,,,17536.0,0.0,0.9145757299270073,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,CT,WLS_TWFE,serious_per_100k,,,,,,,17536.0,0.0,0.7079721715328468,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,CT,PPML_raw_count,serious_inj,,,,,,,17536.0,0.0,0.7079721715328468,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,CT,WLS_TWFE,serious_per_100k,,,,,,,17536.0,0.0,0.7079721715328468,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,partial,spillover_joint,DE,WLS_TWFE,crashes_per_100k,,,,,,,12051.0,12051.0,0.0,night_alert|log_spillover_commuters,log_spillover_commuters,missing_coefficient,,,,,,
fit_status,partial,spillover_joint,DE,PPML_raw_count,crashes,,,,,,,12051.0,12051.0,0.0,night_alert|log_spillover_commuters,log_spillover_commuters,missing_coefficient,,,,,,
fit_status,failed,direct_vs_clean,DE,WLS_TWFE,crashes_per_100k,,,,,,,11884.0,0.0,0.0,night_alert,,"
            All variables are collinear. Maybe your model specification introduces multicollinearity? If not, please reach out to the package authors!.
            ",,,,,,
fit_status,skipped,spillover_joint,DE,WLS_TWFE,fatals_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,DE,PPML_raw_count,fatals,,,,,,,0.0,0.0,,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,DE,WLS_TWFE,fatals_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,DE,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,skipped,spillover_joint,DE,PPML_raw_count,serious_inj,,,,,,,0.0,0.0,,night_alert|log_spillover_commuters,,insufficient_estimable_sample,,,,,,
fit_status,skipped,direct_vs_clean,DE,WLS_TWFE,serious_per_100k,,,,,,,0.0,0.0,,night_alert,,insufficient_estimable_sample,,,,,,
fit_status,partial,spillover_joint,FL,WLS_TWFE,crashes_per_100k,,,,,,,122342.0,122342.0,0.1920517892465384,night_alert|log_spillover_commuters,log_spillover_commuters,nonfinite_coefficient,,,,,,
fit_status,partial,spillover_joint,FL,PPML_raw_count,crashes,,,,,,,122342.0,122342.0,0.1920517892465384,night_alert|log_spillover_commuters,log_spillover_commuters,nonfinite_coefficient,,,,,,
fit_status,failed,direct_vs_clean,FL,WLS_TWFE,crashes_per_100k,,,,,,,121364.0,0.0,0.1934511057644771,night_alert,,"
            All variables are collinear. Maybe your model specification introduces multicollinearity? If not, please reach out to the package authors!.
            ",,,,,,
fit_status,partial,spillover_joint,FL,WLS_TWFE,fatals_per_100k,,,,,,,122342.0,122342.0,0.9060911216099132,night_alert|log_spillover_commuters,log_spillover_commuters,nonfinite_coefficient,,,,,,
fit_status,partial,spillover_joint,FL,PPML_raw_count,fatals,,,,,,,122342.0,122141.0,0.9060911216099132,night_alert|log_spillover_commuters,log_spillover_commuters,nonfinite_coefficient,,,,,,
fit_status,failed,direct_vs_clean,FL,WLS_TWFE,fatals_per_100k,,,,,,,121364.0,0.0,0.9069328631225075,night_alert,,"
            All variables are collinear. Maybe your model specification introduces multicollinearity? If not, please reach out to the package authors!.
            ",,,,,,
fit_status,ok,spillover_joint,FL,WLS_TWFE,serious_per_100k,,,,,,,122342.0,122342.0,0.6796357751221984,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
fit_status,ok,spillover_joint,FL,PPML_raw_count,serious_inj,,,,,,,122342.0,122342.0,0.6796357751221984,night_alert|log_spillover_commuters,night_alert|log_spillover_commuters,,,,,,,
